relative_path,workspace_path,file_name,extension,size_bytes,sha256,manifest_match,vendor_id,vendor,parser_family,processing_role,importance,authoritative,include_in_ingestion,status,automation_state,parser_strategy,expected_action,report_group_count,workbook_sheets,workbook_header_hints,notes
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_03.pdf,report_MATURE XXX NMG_CanalPlay_2026_03.pdf,pdf,48853,0dd58f79346730b0bdd816a0bff452527ba09fc67233afdf1ccc0bd563c50fc6,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_03.xlsx,report_MATURE XXX NMG_CanalPlay_2026_03.xlsx,xlsx,9640,6e8e9b8b2ac918f67254cb14ec9f1ac4969a386e565bd30e3706e1382f1c171e,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_03.pdf,report_MYLF NMG_CanalPlay_2026_03.pdf,pdf,54016,6c133f0bf878ada35808d17152a8591a68cd55aadcfbba18ecd06b99bbfe1eba,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_03.xlsx,report_MYLF NMG_CanalPlay_2026_03.xlsx,xlsx,10721,7180a3215825d3898fb3b0f32b7455cb0f03b02af0d2b09079d9c4ef2674d0a2,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_03.pdf,report_NUBILE FILMS NMG_CanalPlay_2026_03.pdf,pdf,51890,c2df78274431dcdba32b433808a4805078c5c59e8b831759865c0de924044654,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_03.xlsx,report_NUBILE FILMS NMG_CanalPlay_2026_03.xlsx,xlsx,10247,38d84436007eebad0200ef41321def76a3881fde5adc24d5ceffe825de981c97,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.pdf,report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.pdf,pdf,48876,3c32fddd78515e8e1a2bf962c15a2058c82cedd1f6bce40a01690498f7392c44,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.xlsx,report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_03.xlsx,xlsx,9632,7feaf3bac42c96456f1649a0a768a713da3fdb8bfc609ccd8a8fcf315b143109,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_03.pdf,report_PURE PASSION NMG_CanalPlay_2026_03.pdf,pdf,47210,848ea45676f464b2442384606e772bd717b633c031548fb85a168526eca6cafc,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_03.xlsx,report_PURE PASSION NMG_CanalPlay_2026_03.xlsx,xlsx,9260,29f051972b7822756d77467feee2fcd2737a2d3c49222c046c3aaa64d7062da2,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_03.pdf,report_RAW ATTACK NMG_CanalPlay_2026_03.pdf,pdf,50634,1e6e8f1d942bd9177b158f1193e786f8b10f3c94700fe52e97ee80caba334627,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_03.xlsx,report_RAW ATTACK NMG_CanalPlay_2026_03.xlsx,xlsx,10040,9b4a9d3b7933e381422799e7f24a20ee431a2ca5b64f7e01836db82e11755bda,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_03.pdf,report_TEAM SKEET NMG_CanalPlay_2026_03.pdf,pdf,50865,6f47a260244a6808e424fd1ddcdd0d2bbaceea164b950d04b5ca380135f853ad,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_03.xlsx,report_TEAM SKEET NMG_CanalPlay_2026_03.xlsx,xlsx,10042,3eeec1d34ab9ab132a99a7f97277c0b7cfeecaa53341b4438494ab242f84e401,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_03.pdf,report_TRUEX NMG_CanalPlay_2026_03.pdf,pdf,48554,1a50dd290a9f16846bbb53420c63177d0c610de809f12aff97e6de5814a815ae,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_03.xlsx,report_TRUEX NMG_CanalPlay_2026_03.xlsx,xlsx,9588,fc9ce4cf2a769efbf70a6b5d79155f6c2641dff0e1df8bf7bec02203201aca78,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_VISION FILMS NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_VISION FILMS NMG_CanalPlay_2026_03.pdf,report_VISION FILMS NMG_CanalPlay_2026_03.pdf,pdf,48222,c8518a75b082fc3544c743200a54f79538f353c3a095264d91439780dd39da8c,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_VISION FILMS NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_VISION FILMS NMG_CanalPlay_2026_03.xlsx,report_VISION FILMS NMG_CanalPlay_2026_03.xlsx,xlsx,9493,3b2833c7edcc98e35936cf9753b93e92be05b1ff6c8c18a66c3486b5e1dc0b75,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_CRAVE NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_CRAVE NMG_Netgem_2026_03.pdf,report_CRAVE NMG_Netgem_2026_03.pdf,pdf,34981,12ee9bd88ee901efb04392b160b36d3f0c4e611f95ec115daed6a21d494a110a,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_CRAVE NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_CRAVE NMG_Netgem_2026_03.xlsx,report_CRAVE NMG_Netgem_2026_03.xlsx,xlsx,8946,950da32752e471a17e246ae7e2c7da08e78cef0d5c677cd8f6e4a40bb754a6aa,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_FILTHY KINGS NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_FILTHY KINGS NMG_Netgem_2026_03.pdf,report_FILTHY KINGS NMG_Netgem_2026_03.pdf,pdf,37543,45ad36d85824ec29562425567df9b721ee3fa92e8a18f58c427865b186764f03,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_FILTHY KINGS NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_FILTHY KINGS NMG_Netgem_2026_03.xlsx,report_FILTHY KINGS NMG_Netgem_2026_03.xlsx,xlsx,9470,59d6e7fcfeeeec2b7229195804f70e2b3875ff8bff235d49c20d003d5ff4ddff,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_GROOBY NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_GROOBY NMG_Netgem_2026_03.pdf,report_GROOBY NMG_Netgem_2026_03.pdf,pdf,37049,7614ab96bcf383a3e8157914024624084f2c3eaf398178e12cc764989b9d3768,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_GROOBY NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_GROOBY NMG_Netgem_2026_03.xlsx,report_GROOBY NMG_Netgem_2026_03.xlsx,xlsx,9387,f6b3d91c6873af75a875d081ff670ac8f41cff7a6a583432ddeccc47cfeb4d4d,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MATURE XXX NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MATURE XXX NMG_Netgem_2026_03.pdf,report_MATURE XXX NMG_Netgem_2026_03.pdf,pdf,37116,001ea6fe92704b3aaea060b0fd30204bf46a30cf028fcc61720367485a5b68b5,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MATURE XXX NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MATURE XXX NMG_Netgem_2026_03.xlsx,report_MATURE XXX NMG_Netgem_2026_03.xlsx,xlsx,9392,b7844b303bea5efd19a227e728d0ef4efadc16b48f3b8e624a8763983fabbb6d,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MYLF NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MYLF NMG_Netgem_2026_03.pdf,report_MYLF NMG_Netgem_2026_03.pdf,pdf,36013,0c0d36a8410ca4601769ca4ddbb2a2f82b0fe7fae3ed5583402e93c02bd505fb,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MYLF NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_MYLF NMG_Netgem_2026_03.xlsx,report_MYLF NMG_Netgem_2026_03.xlsx,xlsx,9178,67f7e155c65ef6f351b19504aa6dbb38ace512ec21583dee96aa9c9c01ab49e1,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_NUBILE FILMS NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_NUBILE FILMS NMG_Netgem_2026_03.pdf,report_NUBILE FILMS NMG_Netgem_2026_03.pdf,pdf,35584,31a217b4ab1d49555af9555232f26e9d3c283bbed8413d3d2047dff019155b2a,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_NUBILE FILMS NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_NUBILE FILMS NMG_Netgem_2026_03.xlsx,report_NUBILE FILMS NMG_Netgem_2026_03.xlsx,xlsx,9077,37a6b92b48e4f21f101cbc9e9b282bdae35e28104a75f9993b1677547ed3e4b4,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_PORN PRO NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_PORN PRO NMG_Netgem_2026_03.pdf,report_PORN PRO NMG_Netgem_2026_03.pdf,pdf,36021,7b43e5b46c7169bbf22f662f97eaa99917b4da2a1c29cd7fcd9dbbd916fa560a,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_PORN PRO NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_PORN PRO NMG_Netgem_2026_03.xlsx,report_PORN PRO NMG_Netgem_2026_03.xlsx,xlsx,9178,f384d29200437b50afe3cdbf143f1097e1251bce824cd8f187b5fe4f9fedcd59,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_TRUEX NMG_Netgem_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_TRUEX NMG_Netgem_2026_03.pdf,report_TRUEX NMG_Netgem_2026_03.pdf,pdf,35513,994256432b96d357df6260db383d17f8a147f5b1237ca1f0215b1e9553ef64b3,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_TRUEX NMG_Netgem_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/netgem - Please Process/report_TRUEX NMG_Netgem_2026_03.xlsx,report_TRUEX NMG_Netgem_2026_03.xlsx,xlsx,9068,60ff69261251e2a3ff5120eff09f3b52d64090c3863cac50ba6a23c9e42b7bb0,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_CRAVE NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_CRAVE NMG_Proximus_2026_03.pdf,report_CRAVE NMG_Proximus_2026_03.pdf,pdf,47590,412ffe25ae0fc27bd9615a48d076181f85605fa6050290d72c1d1d22d930d40e,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_CRAVE NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_CRAVE NMG_Proximus_2026_03.xlsx,report_CRAVE NMG_Proximus_2026_03.xlsx,xlsx,9223,330d60f5a764d0248b2a126bc1eccccdea3dfda115af584c40cea93dba2594bb,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_FILTHY KINGS NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_FILTHY KINGS NMG_Proximus_2026_03.pdf,report_FILTHY KINGS NMG_Proximus_2026_03.pdf,pdf,51352,da947083efcb69da5b9161e2ecc8b53b9a4a5e8fa538518a6d3e7bcd5c87d2e4,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_FILTHY KINGS NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_FILTHY KINGS NMG_Proximus_2026_03.xlsx,report_FILTHY KINGS NMG_Proximus_2026_03.xlsx,xlsx,11247,57f9a582dea23cbc9cad0c89b257385db89837b0d37a767ef244f0b61a647951,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_GROOBY NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_GROOBY NMG_Proximus_2026_03.pdf,report_GROOBY NMG_Proximus_2026_03.pdf,pdf,49679,b7e17df16bba236f70e38bfeb325346b5049e13fae08c086dc16780fbe979d58,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_GROOBY NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_GROOBY NMG_Proximus_2026_03.xlsx,report_GROOBY NMG_Proximus_2026_03.xlsx,xlsx,10282,33843910fb94e503724b6f525b8ecf8c16722e0dd66bbba5b4aa3374c88b2112,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MATURE XXX NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MATURE XXX NMG_Proximus_2026_03.pdf,report_MATURE XXX NMG_Proximus_2026_03.pdf,pdf,51195,448bc490442985cd474917ba95fcf25fa97b086606e55fd68ec0f5ddd00eefbd,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MATURE XXX NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MATURE XXX NMG_Proximus_2026_03.xlsx,report_MATURE XXX NMG_Proximus_2026_03.xlsx,xlsx,11136,9c5b2ada4cc601dab6fa3770510f83aa54744979cfec5c43b60815c9c1ee31d8,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
